368,최고,NNG,2
202,기계,NNG,2
311,소비자,NNG,3
101,품목,NNG,2
322,그동안,NNG,3
8,일색,NNG,2
399,올해,NNG,2
137,눈길,NNG,2
1,홈스타,NNG,3
1,영풍화학,NNP,4
1,빙수팥,NNG,3
1,해성마트,NNP,4
28,수입품,NNG,3
1308,일본,NNP,2
105,대만,NNP,2
5,수동식,NNG,3
241,전기,NNG,2
2,자동식,NNG,3
1683,만,NR,1
2204,천,NR,1
384,선,NNG,1
3,고명,NNG,2
2,단팥,NNG,2
2,찰떡,NNG,2
7,젤리,NNG,2
94,포장,NNG,2
217,인,NNG,1
133,크기,NNG,2
3323,백,NR,1
54,플라스틱,NNG,4
486,대부분,NNG,3
135,틀,NNG,1
1,하트,NNG,2
34,원형,NNG,2
8,타원,NNG,2
12,사각,NNG,2
391,모양,NNG,2
8,필수품,NNG,3
828,물,NNG,1
83,통,NNG,1
936,안,NNG,1
22,내용물,NNG,3
6,반영구,NNG,3
288,대,NNG,1
191,중,NNG,1
69,소,NNG,1
318,가격,NNG,2
6,롯데백화점,NNP,5
250,판매,NNG,2
44,코너,NNG,2
1,박명희,NNP,3
4,물안경,NNG,3
601,일반,NNG,2
73,아동,NNG,2
14,렌즈,NNG,2
2,굴절력,NNG,3
7,내구,NNG,2
94,시중,NNG,2
9,도수,NNG,2
57,안경,NNG,2
48,성인,NNG,2
144,구분,NNG,2
10,시력,NNG,2
151,종,NNG,1
2240,경우,NNG,2
10,코팅,NNG,2
1068,방법,NNG,2
11,테,NNG,1
512,배,NNG,1
22,수영,NNG,2
1405,눈,NNG,1
291,보호,NNG,2
50,고무,NNG,2
12,밴드,NNG,2
411,선택,NNG,2
79,포인트,NNG,3
10,한국소비자보호원,NNP,8
141,유통,NNG,2
558,업체,NNG,2
97,품질,NNG,2
800,조사,NNG,2
875,결과,NNG,2
6,어지럼증,NNG,4
713,전체,NNG,2
292,사물,NNG,2
12,굴절,NNG,2
775,대상,NNG,2
122,걸음,NNG,2
497,확인,NNG,2
27,소보원,NNG,3
3161,문제,NNG,2
333,발견,NNG,2
1,스피도,NNP,3
2,퓨마,NNP,2
3,나이키,NNP,3
29,아디다스,NNP,4
1,르까프,NNP,3
2,아식스,NNP,3
1,필라,NNP,2
1,리복,NNP,2
1,피닉스,NNP,3
1,아레나,NNP,3
1,스완스,NNP,3
295,차이,NNG,2
48,미만,NNG,2
20,흠,NNG,1
110,국,NNG,1
249,참가,NNG,2
1715,서울,NNP,2
7,관광전,NNG,3
75,개막,NNG,2
201,민속,NNG,2
143,공연,NNG,2
88,홍보,NNG,2
855,중국,NNP,2
11,최다,NNG,2
45,국내외,NNG,3
19,관광지,NNG,3
131,관광,NNG,2
853,자리,NNG,2
285,소개,NNG,2
3,교역전,NNG,3
370,종합,NNG,2
27,전시장,NNG,3
1,대서양관,NNG,4
1779,한국,NNP,2
5,진흥회,NNG,3
1025,이번,NNG,2
836,나라,NNG,2
248,공개,NNG,2
349,오전,NNG,2
6,인터콘티넨탈,NNP,6
179,호텔,NNG,2
1,한국일반여행업협회,NNP,9
90,주최,NNG,2
4,개회식,NNG,3
740,회의,NNG,2
584,참여,NNG,2
229,해외,NNG,2
293,관계자,NNG,3
12,하와이,NNP,3
20,필리핀,NNP,3
3,괌,NNP,1
35,무용,NNG,2
2352,속,NNG,1
393,계속,NNG,2
292,여행,NNG,2
520,준비,NNG,2
4899,사람,NNG,2
56,무료,NNG,2
167,현지,NNG,2
415,자료,NNG,2
1138,관련,NNG,2
680,정보,NNG,2
275,기회,NNG,2
689,국내,NNG,2
848,처음,NNG,2
91,전시,NNG,2
4,부스,NNG,2
289,차지,NNG,2
73,물량,NNG,2
34,공세,NNG,2
319,지난해,NNG,3
3,단교,NNG,2
1049,후,NNG,1
10,항공편,NNG,3
25,취항,NNG,2
70,취소,NNG,2
34,멕시코,NNP,3
1,자메이카,NNP,4
975,국가,NNG,2
8,해외여행,NNG,4
277,개방,NNG,2
730,이후,NNG,2
46,관광객,NNG,3
32,발굴,NNG,2
32,황금,NNG,2
783,시장,NNG,2
1203,현실,NNG,2
12,반증,NNG,2
295,독일,NNP,2
34,네덜란드,NNP,4
186,영국,NNP,2
46,이탈리아,NNP,4
177,유럽,NNP,2
34,싱가포르,NNP,4
29,말레이시아,NNP,5
21,인도네시아,NNP,5
110,홍콩,NNP,2
31,동남아,NNP,3
1179,곳,NNG,1
3,특산물,NNG,3
14,명소,NNG,2
86,안내,NNG,2
670,지방,NNG,2
155,단위,NNG,2
84,치열,NNG,2
360,경쟁,NNG,2
3,케냐,NNP,2
20,이집트,NNP,3
47,베트남,NNP,3
6,스리랑카,NNP,4
9,모로코,NNP,3
49,몽골,NNP,2
650,개인,NNG,2
209,독립,NNG,2
45,자기,NNG,2
10,열심,NNG,2
2,관광업,NNG,3
383,인사,NNG,2
15,참관,NNG,2
288,외국,NNG,2
164,개최,NNG,2
170,의도,NNG,2
335,거리,NNG,2
251,자치,NNG,2
550,단체,NNG,2
623,관심,NNG,2
1,주원인,NNG,3
598,지적,NNG,2
19,점유,NNG,2
2005,정부,NNG,2
2,관광국,NNG,3
1293,지역,NNG,2
204,협회,NNG,2
344,자동차,NNG,3
39,경기장,NNG,3
3,모터파크,NNP,4
20,아스팔트,NNG,4
7,자연농원,NNP,4
40,개장,NNG,2
150,우리나라,NNG,4
23,상설,NNG,2
12,용인,NNP,2
97,입구,NNG,2
12,주행,NNG,2
114,속도,NNG,2
18,시속,NNG,2
24,모터,NNG,2
1,파크,NNG,2
447,운영,NNG,2
19,경주,NNG,2
11,레이스,NNG,3
19,장애물,NNG,3
1,짐카나,NNG,3
408,시설,NNG,2
92,등록,NNG,2
54,대수,NNG,2
494,백만,NR,2
30,면허,NNG,2
311,천만,NR,2
376,차례,NNG,2
619,대회,NNG,2
470,해,NNG,1
988,동안,NNG,2
190,인구,NNG,2
628,요구,NNG,2
1,레이싱,NNG,3
475,팀,NNG,1
1,송호진,NNP,3
600,구조,NNG,2
2,서킷,NNG,2
67,코스,NNG,2
1,경주장,NNG,3
77,길이,NNG,2
58,안팎,NNG,2
714,국제,NNG,2
111,분류,NNG,2
1,한국자동차협회,NNP,7
321,선수,NNG,2
20,아마추어,NNG,4
9,애호가,NNG,3
234,회원,NNG,2
220,프로,NNG,2
124,실정,NNG,2
117,자격,NNG,2
1,국제자동차연맹,NNP,7
5,랠리,NNG,2
1,다카르,NNP,3
105,북경,NNP,2
5,임부,NNG,2
17,몸매,NNG,2
6,컴플렉스,NNG,4
315,해방,NNG,2
1,정장식,NNG,3
52,패션,NNG,2
10,블라우스,NNG,4
62,출근,NNG,2
6,임부복,NNG,3
674,여성,NNG,2
204,결혼,NNG,2
3501,일,NNG,1
12,정장,NNG,2
58,스타일,NNG,3
640,몸,NNG,1
655,변화,NNG,2
54,계절,NNG,2
16,속옷,NNG,2
3,일상복,NNG,3
6,겉모습,NNG,3
548,자연,NNG,2
113,아기,NNG,2
976,엄마,NNG,2
280,모두,NNG,2
6,체형,NNG,2
16,커버,NNG,2
4,웃옷,NNG,2
34,라인,NNG,2
14,아래쪽,NNG,3
334,형태,NNG,2
423,아래,NNG,2
275,다리,NNG,2
40,탄력,NNG,2
2,팬츠,NNG,2
1,퀼롯트,NNG,3
8,반바지,NNG,3
146,무릎,NNG,2
37,치마,NNG,2
394,요즘,NNG,2
14,복고,NNG,2
391,바람,NNG,2
62,동화,NNG,2
374,전문,NNG,2
1,몽실,NNP,2
1232,전,NNG,1
197,맛,NNG,1
2,홈웨어,NNG,3
453,개념,NNG,2
54,바지,NNG,2
18,조끼,NNG,2
2,단품,NNG,2
162,움직임,NNG,3
130,직장,NNG,2
64,색깔,NNG,2
4,파스텔,NNG,3
16,현란,NNG,2
29,흰색,NNG,2
2,감청,NNG,2
9,파랑,NNG,2
16,빨강,NNG,2
60,선명,NNG,2
330,단순,NNG,2
20,물방울,NNG,3
57,구두,NNG,2
1,굽이,NNG,2
7,속도감,NNG,3
228,안전,NNG,2
58,높이,NNG,2
41,발목,NNG,2
143,무리,NNG,2
281,주의,NNG,2
2,거들,NNG,2
577,부분,NNG,2
14,덮개,NNG,2
1847,하나,NR,2
80,전용,NNG,2
39,출산,NNG,2
1,보정,NNG,2
487,입,NNG,1
1,웨이스트,NNG,4
1,니퍼,NNG,2
191,종류,NNG,2
8,스타킹,NNG,3
1328,미국,NNP,2
305,면,NNG,1
115,땀,NNG,1
76,흡수,NNG,2
174,근무,NNG,2
170,중간,NNG,2
3,앙드레,NNP,3
832,김,NNP,1
50,고대,NNG,2
5,유적지,NNG,3
4,힌트,NNG,2
628,오늘,NNG,2
362,간,NNG,1
3,앙드레김,NNP,4
91,올림픽,NNG,3
459,위원회,NNG,3
97,초청,NNG,2
243,저녁,NNG,2
5,인터내셔널,NNG,5
4,컨벤션,NNG,3
110,센터,NNG,2
3,스페셜,NNG,3
10,패션쇼,NNG,3
7,투피스,NNG,3
4,이브닝,NNG,3
15,드레스,NNG,3
121,곳곳,NNG,2
153,문명,NNG,2
5,기품,NNG,2
750,모습,NNG,2
407,세기,NNG,2
14,세계인,NNG,3
47,화합,NNG,2
97,형상,NNG,2
3,황금색,NNG,3
10,연두,NNG,2
1,귤색,NNG,2
25,파티,NNG,2
255,시도,NNG,2
173,범죄,NNG,2
182,재산,NNG,2
365,가족,NNG,2
2,심영희,NNP,3
795,교수,NNG,2
2533,사회,NNG,2
415,성격,NNG,2
34,도둑,NNG,2
117,절반,NNG,2
149,이하,NNG,2
77,사기,NNG,2
4,배임,NNG,2
81,문서,NNG,2
13,위조,NNG,2
49,살인,NNG,2
76,강도,NNG,2
332,마찬가지,NNG,4
31,한양대,NNP,3
1,한국교정교화사업연구소,NNP,11
83,세미나,NNG,3
2,여성학,NNG,3
253,관점,NNG,2
12,범죄자,NNG,3
132,특성,NNG,2
90,권리,NNG,2
82,남성,NNG,2
306,기존,NNG,2
350,시각,NNG,2
1675,사실,NNG,2
26,여권,NNG,2
102,신장,NNG,2
194,반영,NNG,2
193,폭력,NNG,2
220,부문,NNG,2
1973,경제,NNG,2
339,증가,NNG,2
7,기혼,NNG,2
3,미혼자,NNG,3
69,대조,NNG,2
18,심,NNP,1
143,죄,NNG,1
1130,의미,NNG,2
314,가정,NNG,2
83,피해자,NNG,3
22,희생자,NNG,3
122,동기,NNG,2
35,불화,NNG,2
418,예,NNG,1
18,친인척,NNG,3
172,성,NNG,1
13,학대,NNG,2
249,피해,NNG,2
26,방어,NNG,2
379,행위,NNG,2
835,자체,NNG,2
369,상대,NNG,2
343,술,NNG,1
33,기력,NNG,2
2,죄질,NNG,2
68,처벌,NNG,2
1086,대학,NNG,2
175,입시,NNG,2
335,부정,NNG,2
824,사건,NNG,2
8,형벌,NNG,2
351,인정,NNG,2
29,생산자,NNG,3
240,사진,NNG,2
82,농산물,NNG,3
10,출하,NNG,2
882,얼굴,NNG,2
4,신세계백화점,NNP,6
126,지정,NNG,2
34,농장,NNG,2
39,재배,NNG,2
44,수박,NNG,2
224,농민,NNG,2
1,반명함판,NNG,4
28,컬러,NNG,2
29,부착,NNG,2
5,생산지,NNG,3
306,상품,NNG,2
3,값어치,NNG,3
26,브랜드,NNG,3
48,보증,NNG,2
71,양복,NNG,2
15,넥타이,NNG,3
98,경남,NNP,2
1,함안군,NNP,3
1,대산면,NNP,3
2,평기리,NNP,3
1,소망농장,NNP,4
230,주인,NNG,2
1,문은섭,NNP,3
3,농어민,NNG,3
11,영농,NNG,2
11,후계자,NNG,3
17,문,NNP,1
90,농사,NNG,2
47,경력,NNG,2
170,박사,NNG,2
5,일교차,NNG,3
2,일조량,NNG,3
4,토질,NNG,2
1,사질,NNG,2
3,점토,NNG,2
4,적격,NNG,2
1,주서,NNG,2
4,녹즙기,NNG,3
546,일부,NNG,2
36,불량,NNG,2
10,보호원,NNG,3
39,규격,NNG,2
44,미달,NNG,2
14,장시간,NNG,3
53,변형,NNG,2
5,주서기,NNG,3
36,장기간,NNG,3
2,전동기,NNG,3
37,과열,NNG,2
2,외산,NNG,2
15,삼성전자,NNP,4
363,주,NNG,1
1,광진가전,NNP,4
5,코일,NNG,2
1,인입선,NNG,3
6,몸체,NNG,2
1,태훈산업,NNP,4
12,뉴,NNG,1
51,그린,NNG,2
21,파워,NNG,2
235,실제,NNG,2
86,전력,NNG,2
8,사용량,NNG,3
183,표시,NNG,2
95,량,NNG,1
182,허용,NNG,2
13,오차,NNG,2
76,이내,NNG,2
20,마이너스,NNG,4
424,기록,NNG,2
1,호산실업,NNP,4
1,엔젤,NNG,2
302,소비,NNG,2
29,표기,NNG,2
522,밖,NNG,1
3,마쓰시타,NNP,4
50,전원,NNG,2
49,전선,NNG,2
439,기준,NNG,2
342,시험,NNG,2
1,로마전기,NNP,4
4,헬스,NNG,2
1,키퍼,NNG,2
105,모델,NNG,2
1,보국전자,NNP,4
11,대우전자,NNP,4
300,건강,NNG,2
448,전화,NNG,2
254,제공,NNG,2
29,전문의,NNG,3
49,진료,NNG,2
90,상담,NNG,2
306,각종,NNG,2
397,통신,NNG,2
186,서비스,NNG,3
70,급증,NNG,2
27,한국통신,NNP,4
64,개설,NNG,2
118,자동,NNG,2
1,응답식,NNG,3
311,부산,NNP,2
447,전국,NNG,2
4,백과,NNG,2
75,의학,NNG,2
137,피부,NNG,2
15,미용,NNG,2
603,관리,NNG,2
42,치아,NNG,2
54,질환,NNG,2
446,어린이,NNG,3
26,응급,NNG,2
12,처치,NNG,2
9,동의보감,NNP,4
19,식생활,NNG,3
412,분야,NNG,2
7,금연,NNG,2
64,스트레스,NNG,4
6,민간요법,NNG,4
176,심리,NNG,2
467,분석,NNG,2
58,모자,NNG,2
40,보건,NNG,2
70,연세대,NNP,3
2,윤방부,NNP,3
2,유태종,NNP,3
1,조윤희,NNP,3
71,임신,NNG,2
3,불임,NNG,2
1,오성진,NNP,3
1,김석균,NNP,3
17,치과,NNG,2
367,의사,NNG,2
1,김수홍,NNP,3
5,성형,NNG,2
9,외과,NNG,2
296,전문가,NNG,3
145,작성,NNG,2
596,회사,NNG,2
8,이용료,NNG,3
386,기본,NNG,2
1,통화료,NNG,3
175,추가,NNG,2
12,데이콤,NNP,3
5,천리안,NNP,3
41,가입자,NNG,3
89,의료,NNG,2
103,상식,NNG,2
68,질병,NNG,2
90,예방,NNG,2
137,진단,NNG,2
34,설문,NNG,2
74,응답,NNG,2
18,체크,NNG,2
143,보험,NNG,2
9,서울대병원,NNP,5
2,세브란스병원,NNP,6
36,대학원,NNG,3
34,연합회,NNG,3
251,기초,NNG,2
1,대한약사회,NNP,5
3,경희의료원,NNP,5
2,대웅제약,NNP,4
1,동아제약,NNP,4
1,보령제약,NNP,4
234,도움,NNG,2
10,하이텔,NNP,3
13,의료진,NNG,3
179,서울대,NNP,3
4,유태우,NNP,3
307,과,NNG,1
237,지식,NNG,2
251,공급,NNG,2
491,기능,NNG,2
235,환자,NNG,2
7,과신,NNG,2
36,자가,NNG,2
4,오진,NNG,2
206,치료,NNG,2
233,시기,NNG,2
247,위험,NNG,2
52,주사,NNG,2
65,세포,NNG,2
35,추출,NNG,2
236,정확,NNG,2
8,세침,NNG,2
10,흡인,NNG,2
249,검사,NNG,2
14,악성,NNG,2
17,종양,NNG,2
11,판별,NNG,2
601,효과,NNG,2
13,환부,NNG,2
39,바늘,NNG,2
398,조직,NNG,2
10,유방암,NNG,3
474,활용,NNG,2
17,스웨덴,NNP,3
2,전립선,NNG,3
46,암,NNG,1
8,정확도,NNG,3
4,진단법,NNG,3
675,평가,NNG,2
117,국립,NNG,2
7,의료원,NNG,3
4,백병원,NNP,3
2,순천향병원,NNP,5
314,병원,NNG,2
6,서울중앙병원,NNP,6
16,외래,NNG,2
2,검사실,NNG,3
263,적용,NNG,2
1,공경엽,NNP,3
16,해부,NNG,2
1,병리과,NNG,3
1094,과정,NNG,2
113,가량,NNG,2
3,검사법,NNG,3
76,근육,NNG,2
21,마취,NNG,2
1221,뒤,NNG,1
1,음압,NNG,2
15,미세,NNG,2
643,정신,NNG,2
64,신체,NNG,2
307,부담,NNG,2
11,공,NNP,1
242,비용,NNG,2
4,갑상선,NNG,3
1,림프종,NNG,3
1,림프선,NNG,3
6,결핵,NNG,2
1,타액선,NNG,3
7,전이,NNG,2
1,이동화,NNP,3
1,병리학,NNG,3
4,간암,NNG,2
6,폐암,NNG,2
1,췌장암,NNG,3
39,유효,NNG,2
170,목,NNG,1
89,부위,NNG,2
5,임파선,NNG,3
16,암세포,NNG,3
18,말기,NNG,2
4,위암,NNG,2
215,고통,NNG,2
79,장점,NNG,2
943,위,NNG,1
42,대장,NNG,2
10,타입,NNG,2
3,감별,NNG,2
328,이,NNP,1
2,누관,NNG,2
2,폐색,NNG,2
30,치료법,NNG,3
884,개발,NNG,2
1,송호영,NNP,3
2,방사선과,NNG,4
1,눈물샘,NNG,3
46,통로,NNG,2
244,눈물,NNG,2
124,코,NNG,1
39,배출,NNG,2
1,스텐트,NNG,3
639,이용,NNG,2
32,전신,NNG,2
57,동반,NNG,2
180,수술,NNG,2
35,입원,NNG,2
1624,필요,NNG,2
8,진료실,NNG,3
38,시술,NNG,2
12,배터리,NNG,3
46,인공,NNG,2
106,팔,NNG,1
5,첫선,NNG,2
1,스코틀랜드,NNP,5
1,에덴버그,NNP,4
1,프린세스,NNP,4
1,마가렛,NNP,3
1,로즈병원,NNP,4
5,정형,NNG,2
27,동력,NNG,2
183,물건,NNG,2
640,발표,NNG,2
2,충전식,NNG,3
84,동작,NNG,2
647,자유,NNG,2
1350,인간,NNG,2
5,실리콘,NNG,3
2,감마,NNG,2
4,나이프,NNG,3
6,간질,NNG,2
1,황충진,NNP,3
2,신경외과,NNG,4
57,뇌,NNG,1
234,상당,NNG,2
706,연구,NNG,2
22,학회,NNG,2
1288,운동,NNG,2
14,조깅,NNG,2
7,리서치,NNG,3
3,앤,NNP,1
152,여론,NNG,2
471,실시,NNG,2
207,한국인,NNG,3
49,등산,NNG,2
167,평소,NNG,2
286,대답,NNG,2
98,답,NNG,1
9,돌연사,NNG,3
1421,가능,NNG,2
303,일,NNP,1
4,요시이,NNP,3
2,노부오,NNP,3
59,호흡,NNG,2
73,곤란,NNG,2
11,구토,NNG,2
5,위통,NNG,2
375,가슴,NNG,2
90,통증,NNG,2
17,사망자,NNG,3
3,반수,NNG,2
48,유사,NNG,2
20,징후,NNG,2
30,유족,NNG,2
15,발병,NNG,2
77,화제,NNG,2
22,연구자,NNG,3
1,동방대,NNP,3
2,의학부,NNG,3
1,뇌신경외과,NNG,5
138,잡지,NNG,2
405,보도,NNG,2
49,의대,NNG,2
16,장남,NNG,2
15,장례식,NNG,3
1107,날,NNG,1
508,아들,NNG,2
486,친구,NNG,2
126,사망,NNG,2
81,증상,NNG,2
406,얘기,NNG,2
421,경험,NNG,2
39,증세,NNG,2
213,계기,NNG,2
194,모임,NNG,2
263,주요,NNG,2
310,원인,NNG,2
2,뇌졸중,NNG,3
49,심장,NNG,2
80,증언,NNG,2
163,수집,NNG,2
9,전조,NNG,2
203,표,NNG,1
9,호흡기,NNG,3
43,물체,NNG,2
225,둘,NR,1
433,머리,NNG,2
169,귀,NNG,1
3,뇌신경,NNG,3
38,계통,NNG,2
1310,관계,NNG,2
25,손발,NNG,2
49,마비,NNG,2
268,기분,NNG,2
802,의식,NNG,2
85,장애,NNG,2
1,뇌출혈,NNG,3
5,적십자,NNG,3
161,신경,NNG,2
185,부장,NNG,2
435,밤,NNG,1
80,화장실,NNG,3
46,이빨,NNG,2
14,식욕,NNG,2
99,부진,NNG,2
2,협심증,NNG,3
2,심근,NNG,2
6,경색,NNG,2
1,심부전증,NNG,4
1,행림대,NNP,3
6,내과,NNG,2
123,만약,NNG,2
69,정밀,NNG,2
1,폭력법,NNG,3
22,시안,NNG,2
341,반대,NNG,2
101,성명,NNG,2
2,한국여성단체연합,NNP,8
48,성폭력,NNG,3
14,특별법,NNG,3
92,제정,NNG,2
481,추진,NNG,2
80,유권자,NNG,3
66,연맹,NNG,2
159,정의,NNG,2
386,실천,NNG,2
479,시민,NNG,2
138,연합,NNG,2
403,국회,NNG,2
4,법사위,NNG,3
620,마련,NNG,2
8,특례법,NNG,3
339,의견,NNG,2
12,성명서,NNG,3
10,강간,NNG,2
108,강제,NNG,2
5,추행,NNG,2
7,정조,NNG,2
393,규정,NNG,2
123,남녀,NNG,2
141,평등,NNG,2
3,친고죄,NNG,3
2,존치,NNG,2
96,증명,NNG,2
129,의무,NNG,2
192,절차,NNG,2
70,미흡,NNG,2
12,상담소,NNG,3
303,설치,NNG,2
389,이제,NNG,2
27,민간단체,NNG,4
122,제약,NNG,2
198,규제,NNG,2
63,조항,NNG,2
149,문제점,NNG,3
100,유형,NNG,2
700,결정,NNG,2
35,침해,NNG,2
109,동의,NNG,2
1,간음죄,NNG,3
81,신설,NNG,2
177,전면,NNG,2
123,폐지,NNG,2
83,확충,NNG,2
11,영리,NNG,2
469,지원,NNG,2
381,대책,NNG,2
42,명시,NNG,2
11,안전사고,NNG,4
22,토,NNG,1
69,일요일,NNG,3
379,발생,NNG,2
497,오후,NNG,2
276,집중,NNG,2
244,도로,NNG,2
3,공공건물,NNG,4
55,순,NNG,1
450,하루,NNG,2
2,간호대,NNG,3
10,간호,NNG,2
90,소장,NNG,2
2,한정석,NNP,3
20,신촌,NNP,2
16,응급실,NNG,3
332,방문,NNG,2
11,상해,NNG,2
666,사고,NNG,2
1,예방책,NNG,3
376,남자,NNG,2
651,여자,NNG,2
41,연령,NNG,2
985,다음,NNG,2
100,낮,NNG,1
15,시간대,NNG,3
7,요일,NNG,2
42,토요일,NNG,3
23,금요일,NNG,3
15,목요일,NNG,3
203,장소,NNG,2
71,상가,NNG,2
1,옥내,NNG,2
12,작업장,NNG,3
1155,학교,NNG,2
21,놀이터,NNG,3
8,낙상,NNG,2
39,화상,NNG,2
425,한,NNP,1
46,계단,NNG,2
21,목욕탕,NNG,3
813,설명,NNG,2
222,교통,NNG,2
52,압도,NNG,2
16,교통사고,NNG,4
39,할인,NNG,2
50,매장,NNG,2
58,창고,NNG,2
124,구입,NNG,2
437,경기,NNG,2
21,여파,NNG,2
10,성업,NNG,2
344,수출,NNG,2
32,내수,NNG,2
3,중소기업체,NNG,5
98,대량,NNG,2
117,매입,NNG,2
261,값,NNG,1
14,특급,NNG,2
208,상호,NNG,2
39,상사,NNG,2
39,수원,NNP,2
33,경주,NNP,2
63,마산,NNP,2
5,균일,NNG,2
14,봉천,NNP,2
8,대림,NNP,2
1,홍제점,NNP,3
16,진열,NNG,2
1,드라이어,NNG,4
1,전기면도기,NNG,5
39,소형,NNG,2
84,컵,NNG,1
93,커피,NNG,2
87,잔,NNG,1
45,세트,NNG,2
78,부엌,NNG,2
28,레저,NNG,2
17,테이블,NNG,3
19,텐트,NNG,2
7,방석,NNG,2
5,바캉스,NNG,3
1,전용호,NNP,3
32,본부장,NNG,3
14,하자,NNG,2
1,총판,NNG,2
17,대리점,NNG,3
31,생략,NNG,2
20,강동구,NNP,3
6,천호동,NNP,3
4,응암동,NNP,3
14,의정부,NNP,3
142,인천,NNP,2
1,동양산업,NNP,4
22,동양,NNP,2
1,구판장,NNG,3
1,정재웅,NNP,3
757,대표,NNG,2
258,평균,NNG,2
43,마크,NNG,2
2,석촌동,NNP,3
62,전주,NNP,2
33,군산,NNP,2
6,금산,NNP,2
143,전북,NNP,2
5,다리미,NNG,3
16,선풍기,NNG,3
4,휴가철,NNG,3
55,화재,NNG,2
17,감지기,NNG,3
114,점검,NNG,2
54,작동,NNG,2
5,연한,NNG,2
250,제한,NNG,2
312,조치,NNG,2
41,거실,NNG,2
45,천장,NNG,2
1,먹통,NNG,2
246,집안,NNG,2
40,휴가,NNG,2
1,화마,NNG,2
1463,앞,NNG,1
13,속수무책,NNG,4
2,한국소방검정공사,NNP,8
458,아파트,NNG,3
1,차동식,NNG,3
168,충격,NNG,2
100,고장,NNG,2
680,상태,NNG,2
117,정기,NNG,2
155,현행,NNG,2
115,단지,NNG,2
9,유명무실,NNG,4
194,여부,NNG,2
96,초기,NNG,2
360,불,NNG,1
402,주택,NNG,2
208,내부,NNG,2
106,열,NNG,1
30,감지,NNG,2
51,복도,NNG,2
211,연기,NNG,2
389,기간,NNG,2
30,못,NNG,1
58,캐나다,NNP,3
1,캐네디언,NNG,4
1,컨슈머,NNG,3
8,탐지기,NNG,3
39,수명,NNG,2
62,방치,NNG,2
53,제사,NNG,2
11,향,NNG,1
4,경보기,NNG,3
1583,소리,NNG,2
75,온도,NNG,2
7,경보음,NNG,3
7,라이터,NNG,3
20,가열,NNG,2
399,공동,NNG,2
26,수신,NNG,2
6,경비실,NNG,3
118,협조,NNG,2
1,실외,NNG,2
2,소화전,NNG,3
528,동시,NNG,2
37,소동,NNG,2
99,경고,NNG,2
33,음,NNG,1
99,일시,NNG,2
50,중지,NNG,2
1,한국소방안전협회,NNP,8
1,김종관,NNP,3
302,위원,NNG,2
76,단독,NNG,2
10,유무,NNG,2
32,홈,NNG,1
2,오토메이션,NNG,5
15,미끄럼틀,NNG,4
164,부상,NNG,2
10,익사,NNG,2
57,영,NNP,1
82,논란,NNG,2
48,전역,NNG,2
5,수영장,NNG,3
6,물놀이,NNG,3
110,공원,NNG,2
5,튜브,NNG,2
59,수면,NNG,2
180,장치,NNG,2
9,전문지,NNG,3
2,위치,NNP,2
1,안벽,NNG,2
62,이,NNG,1
26,치명,NNG,2
80,스포츠,NNG,3
443,기관,NNG,2
409,원칙,NNG,2
142,배치,NNG,2
24,결함,NNG,2
62,요원,NNG,2
18,출구,NNG,2
90,감시,NNG,2
